fdc_id,protein_g,fat_g,carbs_g,calories,description
170831,18.97,14.32,0.0,205.0,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw"
170832,18.87,14.99,0.0,210.0,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw"
170833,19.1,13.33,0.0,196.0,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, raw"
170834,18.86,16.85,0.0,227.0,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw"
170835,18.86,15.6,0.0,216.0,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw"
170836,27.12,13.64,0.0,231.0,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted"
170837,27.03,12.29,0.0,219.0,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted"
170838,21.65,7.64,0.0,155.0,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw"
170839,21.99,7.54,0.0,156.0,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw"
170840,21.62,8.29,0.0,161.0,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw"
170841,22.55,6.41,0.0,148.0,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw"
170842,27.87,13.01,0.0,229.0,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted"
170843,25.6,31.14,1.55,389.0,"Cheese, fontina"
170844,24.48,30.28,0.68,373.0,"Cheese, monterey"
170845,22.17,22.14,2.4,299.0,"Cheese, mozzarella, whole milk"
170846,21.6,24.64,2.47,318.0,"Cheese, mozzarella, whole milk, low moisture"
170847,24.26,15.92,2.77,254.0,"Cheese, mozzarella, part skim milk"
170848,35.75,25.0,3.22,392.0,"Cheese, parmesan, hard"
170849,23.78,28.2,0.57,352.0,"Cheese, port de salut"
170850,25.58,26.62,2.14,351.0,"Cheese, provolone"
170851,7.54,10.18,7.27,150.0,"Cheese, ricotta, whole milk"
170852,24.41,25.98,1.88,340.0,"Cheese, tilsit"
170853,18.13,30.71,4.78,366.0,"Cheese, pasteurized process, American, fortified with vitamin D"
170854,22.13,31.2,1.73,375.0,"Cheese, pasteurized process, pimento"
170855,24.73,25.01,2.1,334.0,"Cheese, pasteurized process, swiss"
170856,19.66,24.46,8.32,331.0,"Cheese food, cold pack, American"
170857,2.96,19.1,3.66,195.0,"Cream, fluid, light (coffee cream or table cream)"
170858,2.17,30.91,2.96,292.0,"Cream, fluid, light whipping"
170859,2.84,36.08,2.84,340.0,"Cream, fluid, heavy whipping"
170860,3.2,22.22,12.49,257.0,"Cream, whipped, cream topping, pressurized"
170861,3.33,3.46,4.74,63.0,"Milk, filled, fluid, with blend of hydrogenated vegetable oils"
170862,3.33,3.4,4.74,63.0,"Milk, filled, fluid, with lauric acid oil"
170863,21.05,0.0,10.53,126.0,"Cheese, American, nonfat or fat free"
170864,7.22,1.71,12.15,93.0,"Yogurt, Greek, 2% fat, apricot, CHOBANI"
170865,4.9,39.92,52.54,577.0,"Dessert topping, powdered"
170866,3.61,12.72,17.13,194.0,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk"
170867,0.98,22.3,16.07,264.0,"Dessert topping, pressurized"
170868,1.25,25.31,23.05,318.0,"Dessert topping, semi solid, frozen"
170869,2.4,19.52,6.63,208.0,"Sour cream, imitation, cultured"
170870,3.48,1.92,4.97,51.0,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D"
170871,3.95,1.98,5.49,56.0,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D"
170872,3.37,0.97,4.99,42.0,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D"
170873,3.48,0.97,4.97,43.0,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D"
170874,3.31,1.07,4.79,40.0,"Milk, buttermilk, fluid, cultured, lowfat"
170875,3.1,3.46,4.46,61.0,"Milk, low sodium, fluid"
170876,26.32,26.71,38.42,496.0,"Milk, dry, whole, with added vitamin D"
170877,36.16,0.77,51.98,362.0,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D"
170878,7.55,0.2,11.35,78.0,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D"
170879,3.17,3.39,10.34,83.0,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D"
170880,2.99,1.9,12.13,76.0,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D"
170881,3.46,1.11,10.15,64.0,"Milk, chocolate, lowfat, with added vitamin A and vitamin D"
170882,5.98,7.0,5.36,108.0,"Milk, sheep, fluid"
170883,3.05,2.7,21.15,119.0,"Milk shakes, thick chocolate"
170884,3.86,3.03,17.75,112.0,"Milk shakes, thick vanilla"
170885,0.76,0.09,5.12,24.0,"Whey, acid, fluid"
170886,5.25,1.55,7.04,63.0,"Yogurt, plain, low fat"
170887,5.73,0.18,7.68,56.0,"Yogurt, plain, skim milk"
170888,4.93,1.25,13.8,85.0,"Yogurt, vanilla, low fat."
170889,3.98,1.15,18.64,99.0,"Yogurt, fruit, low fat,9 g protein/8 oz"
170890,4.41,1.47,32.0,147.0,"Milk dessert bar, frozen, made from lowfat milk"
170891,8.26,1.83,10.94,93.0,"Yogurt, Greek, 2% fat,mixed berry blend, CHOBANI"
170892,4.4,3.08,11.88,88.0,"Nutritional supplement for people with diabetes, liquid"
170893,10.97,10.07,0.83,138.0,"Egg, whole, raw, frozen, salted, pasteurized"
170894,10.19,0.39,3.6,59.0,"Yogurt, Greek, plain, nonfat (Includes foods for USDA's Food Distribution Program)"
170895,84.08,0.32,4.51,357.0,"Egg, white, dried, stabilized, glucose reduced"
170896,13.41,8.88,10.71,176.0,"Cheese spread, American or Cheddar cheese base, reduced fat"
170897,28.4,0.0,3.4,127.0,"Cheese, Swiss, nonfat or fat free"
170898,20.0,30.0,3.97,366.0,"Cheese, mexican, queso cotija"
170899,24.25,33.82,2.13,410.0,"Cheese, cheddar, sharp, sliced"
170900,23.63,19.72,8.06,304.0,"Cheese, mozzarella, low moisture, part-skim, shredded"
170901,8.05,0.15,12.07,82.0,"Yogurt, Greek, strawberry, nonfat"
170902,8.64,0.18,10.37,78.0,"Yogurt, Greek, vanilla, nonfat"
170903,9.95,1.92,3.94,73.0,"Yogurt, Greek, plain, lowfat"
170904,3.79,1.02,4.77,43.0,"Kefir, lowfat, plain, LIFEWAY"
170905,7.33,3.0,12.29,106.0,"Yogurt, Greek, fruit, whole milk"
170906,2.94,0.0,17.04,78.0,"Yogurt, vanilla, non-fat"
170907,8.64,2.5,9.54,95.0,"Yogurt, Greek, vanilla, lowfat"
170908,8.0,2.5,21.0,139.0,"Yogurt, frozen, flavors other than chocolate, lowfat"
170909,7.05,1.82,12.27,94.0,"Yogurt, Greek, 2% fat, pineapple, CHOBANI"
170910,3.43,1.04,7.68,57.0,"Milk, chocolate, lowfat, reduced sugar"
170911,5.33,9.33,40.01,265.0,"Ice cream, lowfat, no sugar added, cone, added peanuts and chocolate sauce"
170912,8.0,1.71,10.24,88.0,"Yogurt, Greek, 2% fat, strawberry banana, CHOBANI"
170913,7.45,0.18,12.13,80.0,"Yogurt, Greek, nonfat, Fruit on Bottom, Pomegranate, CHOBANI"
170914,7.23,0.24,12.78,82.0,"Yogurt, Greek, Blueberry, CHOBANI"
170915,7.28,0.23,11.86,79.0,"Yogurt, Greek, nonfat, Fruit on Bottom, Strawberry, CHOBANI"
170916,7.54,0.37,15.43,95.0,"Yogurt, Greek, nonfat, Fruit on Bottom, Blackberry, CHOBANI"
170917,7.61,8.36,74.97,313.0,"Spices, bay leaf"
170918,19.77,14.59,49.9,333.0,"Spices, caraway seed"
170919,10.76,6.7,68.47,311.0,"Spices, cardamom"
170920,18.07,25.27,41.35,392.0,"Spices, celery seed"
170921,21.93,4.78,52.1,279.0,"Spices, coriander leaf, dried"
170922,12.37,17.77,54.99,298.0,"Spices, coriander seed"
170923,17.81,22.27,44.24,375.0,"Spices, cumin seed"
170924,14.29,14.01,55.83,325.0,"Spices, curry powder"
170925,15.98,14.54,55.17,305.0,"Spices, dill seed"
170926,8.98,4.24,71.62,335.0,"Spices, ginger, ground"
170927,6.71,32.38,50.5,475.0,"Spices, mace, ground"
170928,12.66,7.04,60.56,271.0,"Spices, marjoram, dried"
170929,26.08,36.24,28.09,508.0,"Spices, mustard seed, ground"
170930,26.63,5.48,50.64,292.0,"Spices, parsley, dried"
170931,10.39,3.26,63.95,251.0,"Spices, pepper, black"
170932,12.01,17.27,56.63,318.0,"Spices, pepper, red or cayenne"
170933,10.4,2.12,68.61,296.0,"Spices, pepper, white"
170934,11.43,5.85,65.37,310.0,"Spices, saffron"
170935,10.63,12.75,60.73,315.0,"Spices, sage, ground"
170936,6.73,5.91,68.73,272.0,"Spices, savory, ground"
170937,22.77,7.24,50.22,295.0,"Spices, tarragon, dried"
170938,9.11,7.43,63.94,276.0,"Spices, thyme, dried"
170939,3.27,0.43,8.36,50.0,"Babyfood, vegetables, peas, strained"
170940,3.9,0.8,10.3,64.0,"Babyfood, peas, dices, toddler"
170941,2.5,1.3,5.7,37.0,"Babyfood, vegetables, spinach, creamed, strained"
170942,0.3,0.0,17.3,63.0,"Babyfood, fruit, apricot with tapioca, junior"
170943,0.3,0.1,11.6,44.0,"Babyfood, fruit, pears, junior"
170944,0.1,0.0,19.7,71.0,"Babyfood, fruit, plums with tapioca, without ascorbic acid, strained"
170945,0.1,0.0,20.5,74.0,"Babyfood, fruit, plums with tapioca, without ascorbic acid, junior"
170946,0.6,0.1,18.5,69.0,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, strained"
170947,0.2,0.2,11.64,44.0,"Babyfood, fruit, applesauce and apricots, strained"
170948,0.2,0.2,12.4,47.0,"Babyfood, fruit, applesauce and apricots, junior"
170949,0.0,0.0,14.1,51.0,"Babyfood, fruit, applesauce and cherries, strained"
170950,0.0,0.0,14.1,51.0,"Babyfood, fruit, applesauce and cherries, junior"
170951,0.37,0.1,16.16,66.0,"Babyfood, fruit, applesauce with banana, junior"
170952,0.3,0.22,15.3,64.0,"Babyfood, fruit and vegetable, apple and sweet potato"
170953,0.2,0.1,18.4,68.0,"Babyfood, fruit, bananas and pineapple with tapioca, junior"
170954,0.2,0.0,17.8,65.0,"Babyfood, fruit, bananas and pineapple with tapioca, strained"
170955,0.3,0.1,10.9,41.0,"Babyfood, fruit, pears and pineapple, strained"
170956,0.9,0.22,19.31,83.0,"Babyfood, fruit, bananas with apples and pears, strained"
170957,0.2,0.2,16.3,61.0,"Babyfood, fruit, apple and blueberry, strained"
170958,0.2,0.2,16.6,62.0,"Babyfood, fruit, apple and blueberry, junior"
170959,0.0,0.1,11.7,47.0,"Babyfood, juice, apple"
170960,0.4,0.1,11.5,47.0,"Babyfood, juice, orange and apple and banana"
170961,0.8,0.1,10.9,46.0,"Babyfood, juice, orange and apricot"
170962,0.7,0.1,11.9,50.0,"Babyfood, juice, orange and banana"
170963,0.5,0.1,11.7,48.0,"Babyfood, juice, orange and pineapple"
170964,6.66,6.66,78.21,399.0,"Babyfood, cereal, mixed, dry fortified"
170965,10.7,4.6,77.1,391.0,"Babyfood, cereal, mixed, with bananas, dry"
170966,0.71,0.51,18.38,82.0,"Babyfood, cereal, mixed, with applesauce and bananas, strained"
170967,0.71,0.51,18.79,84.0,"Babyfood, cereal, mixed, with applesauce and bananas, junior, fortified"
170968,13.5,7.0,69.3,391.0,"Babyfood, cereal, oatmeal, with honey, dry"
170969,6.65,2.19,83.14,390.0,"Babyfood, cereal, rice, dry fortified"
170970,1.2,0.4,17.1,80.0,"Babyfood, cereal, rice, with applesauce and bananas, strained"
170971,1.9,1.8,7.0,51.0,"Babyfood, cereal, with egg yolks, strained"
170972,8.4,19.6,66.85,477.0,"Babyfood, crackers, vegetable"
170973,25.4,6.5,57.6,374.0,"Babyfood, cereal, high protein, with apple and orange, dry"
170974,8.7,4.2,79.9,404.0,"Babyfood, cereal, rice, with bananas, dry"
170975,11.8,13.2,67.1,433.0,"Babyfood, cookies"
170976,0.2,0.4,19.74,75.0,"Babyfood, dessert, dutch apple, strained"
170977,0.2,0.16,19.18,79.0,"Babyfood, dessert, dutch apple, junior"
170978,0.3,0.1,19.2,78.0,"Babyfood, cherry cobbler, junior"
170979,0.2,0.3,17.8,68.0,"Babyfood, dessert, cherry vanilla pudding, strained"
170980,0.2,0.0,16.5,60.0,"Babyfood, dessert, peach melba, strained"
170981,0.3,0.0,16.4,60.0,"Babyfood, dessert, peach melba, junior"
170982,1.3,0.3,20.3,81.0,"Babyfood, dessert, fruit pudding, pineapple, strained"
170983,0.3,0.0,16.0,59.0,"Babyfood, dessert, fruit dessert, without ascorbic acid, strained"
170984,0.2,0.1,12.7,52.0,"Babyfood, juice, fruit punch, with calcium"
170985,0.06,0.1,11.1,46.0,"Babyfood, juice, apple, with calcium"
170986,2.0,3.8,7.73,73.0,"Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE, ready-to-feed, with ARA and DHA"
170987,3.4,3.53,13.22,98.0,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified"
170988,13.99,28.19,51.91,517.0,"Infant formula, ABBOTT NUTRITION, ALIMENTUM ADVANCE, with iron, powder, not reconstituted, with DHA and ARA"
170989,1.11,1.47,7.47,48.0,"Babyfood, mashed cheddar potatoes and broccoli, toddlers"
170990,3.05,3.08,13.0,92.0,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified"
170991,3.31,6.67,14.71,132.0,"Infant formula, NESTLE, GOOD START SOY, with DHA and ARA, liquid concentrate"
170992,12.9,26.9,52.8,505.0,"Toddler formula, MEAD JOHNSON, ENFAGROW, Toddler Transitions, with ARA and DHA, powder"
170993,1.78,3.63,7.18,64.0,"Toddler formula, MEAD JOHNSON, ENFAGROW PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), ready-to-feed"
170994,1.38,3.48,7.81,68.0,"Infant Formula, MEAD JOHNSON, ENFAMIL, Newborn, with DHA and ARA, ready-to-feed"
170995,1.84,3.28,7.15,65.0,"Infant formula, GERBER, GOOD START 2 Soy, with iron, ready-to-feed"
170996,1.44,3.36,7.17,65.0,"Infant formula, GERBER, GOOD START, PROTECT PLUS, ready-to-feed"
170997,1.44,3.34,7.61,66.0,"Infant Formula, GERBER GOOD START 2, GENTLE PLUS, ready-to-feed"
170998,0.71,0.37,25.78,109.0,"Babyfood, fruit, banana and strawberry, junior"
170999,1.01,0.36,21.31,92.0,"Babyfood, banana with mixed berries, strained"
171000,6.67,6.67,80.06,407.0,"Babyfood, Multigrain whole grain cereal, dry fortified"
171001,12.5,0.87,83.21,391.0,"Babyfood, Baby MUM MUM Rice Biscuits"
171002,0.6,32.9,8.5,334.0,"Salad dressing, KRAFT Mayo Light Mayonnaise"
171003,0.2,0.0,15.8,64.0,"Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing"
171004,0.2,2.7,15.5,84.0,"Salad dressing, KRAFT MIRACLE WHIP FREE Nonfat Dressing"
171005,0.69,26.18,31.9,355.0,"Salad dressing, russian dressing"
171006,3.1,45.2,8.6,443.0,"Salad dressing, sesame seed dressing, regular"
171007,0.5,4.0,27.6,141.0,"Salad dressing, russian dressing, low calorie"
171008,0.83,11.32,24.06,195.0,"Salad dressing, thousand island dressing, reduced fat"
171009,0.96,74.85,0.57,680.0,"Salad dressing, mayonnaise, regular"
171010,1.1,79.4,2.7,717.0,"Salad dressing, mayonnaise, soybean and safflower oil, with salt"
171011,0.0,100.0,0.0,884.0,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)"
171012,0.0,100.0,0.0,884.0,"Oil, soybean, salad or cooking, (partially hydrogenated)"
171013,0.0,100.0,0.0,884.0,"Oil, rice bran"
171014,0.0,100.0,0.0,884.0,"Oil, wheat germ"
171015,0.0,100.0,0.0,884.0,"Oil, palm"
171016,0.0,100.0,0.0,884.0,"Oil, sesame, salad or cooking"
171017,0.0,100.0,0.0,884.0,"Oil, sunflower, linoleic (less than 60%)"
171018,0.9,80.5,0.9,719.0,"Margarine, regular, hard, soybean (hydrogenated)"
171019,0.41,21.12,12.12,240.0,"Salad dressing, italian dressing, commercial, regular"
171020,0.77,44.81,15.58,459.0,"Salad dressing, french dressing, commercial, regular, without salt"
171021,0.58,13.46,29.28,233.0,"Salad dressing, french dressing, reduced fat, without salt"
171022,0.38,28.37,10.43,292.0,"Salad dressing, italian dressing, commercial, regular, without salt"
171023,0.47,6.38,4.57,76.0,"Salad dressing, italian dressing, reduced fat, without salt"
171024,0.0,100.0,0.0,884.0,"Oil, cottonseed, salad or cooking"
171025,0.0,100.0,0.0,884.0,"Oil, sunflower, linoleic, (approx. 65%)"
171026,0.0,100.0,0.0,884.0,"Oil, safflower, salad or cooking, linoleic, (over 70%)"
171027,0.0,100.0,0.0,884.0,"Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)"
171028,0.0,100.0,0.0,884.0,"Oil, grapeseed"
171029,0.0,100.0,0.0,900.0,"Oil, corn, industrial and retail, all purpose salad or cooking"
171030,0.0,100.0,0.0,884.0,"Oil, walnut"
171031,0.0,100.0,0.0,884.0,"Oil, almond"
171032,0.0,100.0,0.0,884.0,"Oil, apricot kernel"
171033,0.0,100.0,0.0,884.0,"Oil, vegetable, Natreon canola, high stability, non trans, high oleic (70%)"
171034,0.98,10.0,28.26,207.0,"Salad dressing, honey mustard dressing, reduced calorie"
171035,0.0,38.71,5.71,357.0,"Margarine-like spread, BENECOL Light Spread"
171036,0.16,10.75,16.6,165.0,"Salad dressing, spray-style dressing, assorted flavors"
171037,1.53,34.18,9.39,333.0,"Salad Dressing, mayonnaise, light, SMART BALANCE, Omega Plus light"
171038,0.17,59.81,0.86,533.0,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D"
171039,0.6,59.17,0.0,535.0,"Margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with added vitamin D"
171040,0.16,80.71,0.7,717.0,"Margarine, regular, 80% fat, composite, stick, without salt, with added vitamin D"
171041,0.17,59.81,0.86,542.0,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt, with added vitamin D"
171042,0.0,100.0,0.0,900.0,"Oil, industrial, canola, high oleic"
171043,0.87,40.83,23.33,464.0,"Salad dressing, honey mustard, regular"
171044,0.92,33.33,23.73,399.0,"Salad dressing, poppyseed, creamy"
171045,1.47,0.23,30.73,131.0,"Salad dressing, caesar, fat-free"
171046,1.07,1.47,38.43,169.0,"Dressing, honey mustard, fat-free"
171047,18.33,14.83,0.13,213.0,"Chicken, broilers or fryers, meat and skin and giblets and neck, raw"
171048,22.84,17.53,9.03,291.0,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter"
171049,28.57,15.27,3.27,272.0,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, flour"
171050,26.78,13.27,0.06,234.0,"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted"
171051,24.68,12.56,0.0,219.0,"Chicken, broilers or fryers, meat and skin, cooked, stewed"
171052,21.39,3.08,0.0,119.0,"Chicken, broilers or fryers, meat only, raw"
171053,30.57,9.12,1.69,219.0,"Chicken, broilers or fryers, meat only, cooked, fried"
171054,28.93,7.41,0.0,190.0,"Chicken, broilers or fryers, meat only, cooked, roasted"
171055,20.36,40.68,0.0,454.0,"Chicken, broilers or fryers, skin only, cooked, roasted"
171056,15.22,33.04,0.0,363.0,"Chicken, broilers or fryers, skin only, cooked, stewed"
171057,17.88,4.47,1.8,124.0,"Chicken, broilers or fryers, giblets, raw"
171058,32.54,13.46,4.35,277.0,"Chicken, broilers or fryers, giblets, cooked, fried"
171059,26.41,7.92,0.1,185.0,"Chicken, heart, all classes, cooked, simmered"
171060,16.92,4.83,0.73,119.0,"Chicken, liver, all classes, raw"
171061,24.46,6.51,0.87,167.0,"Chicken, liver, all classes, cooked, simmered"
171062,20.27,11.07,0.0,186.0,"Chicken, broilers or fryers, light meat, meat and skin, raw"
171063,21.85,18.64,9.38,298.0,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, batter"
171064,27.22,16.91,4.08,285.0,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, flour"
171065,25.97,15.78,0.0,253.0,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, roasted"
171066,23.5,14.66,0.0,233.0,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, stewed"
171067,20.08,4.31,0.0,125.0,"Chicken, broilers or fryers, dark meat, meat only, raw"
171068,28.99,11.62,2.59,239.0,"Chicken, broilers or fryers, dark meat, meat only, cooked, fried"
171069,27.37,9.73,0.0,205.0,"Chicken, broilers or fryers, dark meat, meat only, cooked, roasted"
171070,25.97,8.98,0.0,192.0,"Chicken, broilers or fryers, dark meat, meat only, cooked, stewed"
171071,25.95,20.97,0.0,300.0,"Chicken, broilers or fryers, back, meat and skin, cooked, roasted"
171072,22.18,18.14,0.0,258.0,"Chicken, broilers or fryers, back, meat and skin, cooked, stewed"
171073,19.56,5.92,0.0,137.0,"Chicken, broilers or fryers, back, meat only, raw"
171074,29.99,15.32,5.68,288.0,"Chicken, broilers or fryers, back, meat only, cooked, fried"
171075,29.8,7.78,0.0,197.0,"Chicken, broilers or fryers, breast, meat and skin, cooked, roasted"
171076,27.39,7.42,0.0,184.0,"Chicken, broilers or fryers, breast, meat and skin, cooked, stewed"
171077,22.5,2.62,0.0,120.0,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
171078,33.44,4.71,0.51,187.0,"Chicken, broilers or fryers, breast, meat only, cooked, fried"
171079,17.5,7.5,0.0,142.0,"Squab, (pigeon), meat only, raw"
171080,21.76,4.52,0.0,134.0,"Squab, (pigeon), light meat without skin, raw"
171081,21.64,5.64,0.14,144.0,"Turkey, whole, meat and skin, raw"
171082,23.94,39.31,0.57,459.0,"Turkey, whole, skin (light and dark), roasted"
171083,18.18,5.09,0.07,124.0,"Turkey, whole, giblets, raw"
171084,26.44,6.61,0.0,173.0,"Turkey, whole, giblets, cooked, simmered"
171085,18.8,3.37,0.0,111.0,"Turkey, gizzard, all classes, raw"
171086,16.51,6.04,0.0,125.0,"Turkey, whole, neck, meat only, raw"
171087,22.48,7.36,0.0,162.0,"Turkey, whole, neck, meat only, cooked, simmered"
171088,21.96,7.43,0.15,161.0,"Turkey, whole, light meat, meat and skin, raw"
171089,29.55,5.57,0.05,177.0,"Turkey, whole, light meat, meat and skin, cooked, roasted"
171090,21.28,2.5,0.15,108.0,"Turkey, whole, dark meat, meat only, raw"
171091,27.71,6.04,0.0,173.0,"Turkey, whole, dark meat, cooked, roasted"
171092,26.59,14.38,0.16,244.0,"Turkey, all classes, back, meat and skin, cooked, roasted"
171093,21.89,7.02,0.0,157.0,"Turkey, all classes, breast, meat and skin, raw"
171094,27.38,12.43,0.0,229.0,"Turkey, all classes, wing, meat and skin, cooked, roasted"
171095,28.26,5.72,0.0,172.0,"Turkey, fryer-roasters, meat and skin, cooked, roasted"
171096,21.28,2.5,0.15,113.0,"Turkey, whole, back, meat only, raw"
171097,27.71,6.04,0.0,173.0,"Turkey, whole, back, meat only, cooked, roasted"
171098,23.66,1.48,0.14,114.0,"Turkey, whole, breast, meat only, raw"
171099,21.77,7.95,0.0,165.0,"Chicken, canned, meat only, with broth"
171100,11.4,43.84,4.67,462.0,"Pate de foie gras, canned (goose liver pate), smoked"
171101,23.68,6.86,1.47,169.0,"Turkey, canned, meat only, with broth"
171102,18.7,6.0,1.0,138.0,"Turkey, diced, light and dark meat, seasoned"
171103,14.2,16.9,17.0,279.0,"Turkey sticks, breaded, battered, fried"
171104,11.39,24.73,0.0,272.0,"Poultry, mechanically deboned, from backs and necks with skin, raw"
171105,13.79,15.48,0.0,199.0,"Poultry, mechanically deboned, from backs and necks without skin, raw"
171106,14.72,19.98,0.0,243.0,"Poultry, mechanically deboned, from mature hens, raw"
171107,22.27,18.21,0.0,259.0,"Chicken, cornish game hens, meat and skin, cooked, roasted"
171108,20.04,3.33,0.0,116.0,"Chicken, cornish game hens, meat only, raw"
171109,23.3,3.87,0.0,134.0,"Chicken, cornish game hens, meat only, cooked, roasted"
171110,25.3,8.1,0.9,185.0,"Chicken, canned, no broth"
171111,19.67,12.67,3.34,211.0,"Chicken, wing, frozen, glazed, barbecue flavored"
171112,26.75,11.4,0.0,217.0,"Duck, young duckling, domesticated, White Pekin, leg, meat and skin, bone in, cooked, roasted"
171113,29.1,5.96,0.0,178.0,"Duck, young duckling, domesticated, White Pekin, leg, meat only, bone in, cooked without skin, braised"
171114,27.71,6.76,0.0,172.0,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only"
171115,22.24,14.87,3.36,242.0,"Chicken, wing, frozen, glazed, barbecue flavored, heated (conventional oven)"
171116,17.44,8.1,0.04,143.0,"Chicken, ground, raw"
171117,23.28,10.92,0.0,189.0,"Chicken, ground, crumbles, cooked, pan-browned"
171118,24.09,10.74,0.0,193.0,"Chicken, broiler, rotisserie, BBQ, thigh, meat only"
171119,19.4,14.6,0.2,215.0,"Chicken, feet, boiled"
171120,24.06,11.09,0.0,196.0,"Chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat only, cooked"
171121,27.69,9.53,0.0,197.0,"Chicken, broilers or fryers, rotisserie, original seasoning, wing, meat only, cooked"
171122,23.23,18.59,0.03,260.0,"Chicken, broilers or fryers, rotisserie, original seasoning, back, meat and skin, cooked"
171123,27.48,8.18,0.02,184.0,"Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat and skin, cooked"
171124,20.29,18.86,0.4,251.0,"Chicken, broiler, rotisserie, BBQ, back, meat and skin"
171125,26.37,7.67,0.09,175.0,"Chicken, broiler, rotisserie, BBQ, breast, meat and skin"
171126,25.65,11.46,0.12,206.0,"Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin"
171127,22.51,15.08,0.12,226.0,"Chicken, broiler, rotisserie, BBQ, thigh, meat and skin"
171128,26.1,6.0,0.0,158.0,"Turkey, drumstick, from whole bird, meat only, with added solution, roasted"
171129,19.27,4.12,0.15,115.0,"Turkey, thigh, from whole bird, meat only, with added solution, raw"
171130,20.79,6.75,0.03,144.0,"Turkey, retail parts, breast, meat and skin, with added solution, raw"
171131,26.1,6.0,0.0,158.0,"Turkey, thigh, from whole bird, meat only, with added solution, roasted"
171132,19.53,13.79,0.05,202.0,"Turkey, retail parts, wing, meat and skin, raw"
171133,28.74,13.29,0.13,235.0,"Turkey, retail parts, wing, meat and skin, cooked, roasted"
171134,19.96,6.84,0.0,141.0,"Turkey, retail parts, drumstick, meat and skin, raw"
171135,28.21,9.37,0.0,197.0,"Turkey, retail parts, drumstick, meat and skin, cooked, roasted"
171136,23.66,1.48,0.14,109.0,"Turkey, drumstick, from whole bird, meat only, raw"
171137,23.95,9.5,0.41,183.0,"Turkey, retail parts, thigh, meat and skin, cooked, roasted"
171138,16.86,15.41,0.15,206.0,"Turkey, back, from whole bird, meat and skin, with added solution, raw"
171139,25.8,11.36,0.0,205.0,"Turkey, back, from whole bird, meat and skin, with added solution, roasted"
171140,32.06,3.24,0.0,157.0,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised"
171141,4.83,1.32,15.42,91.0,"Soup, black bean, canned, condensed"
